Scientific name,common name ,weight
Sparus aurata,Dourada ,638.7
Sparus aurata,Dourada ,1145.6
Sparus aurata,Dourada ,676.2
Sparus aurata,Dourada ,589.1
Sparus aurata,Dourada ,258.9
Sparus aurata,Dourada ,744.2
Sparus aurata,Dourada ,677.3
Sparus aurata,Dourada ,639.9
Sparus aurata,Dourada ,554.5
Sparus aurata,Dourada ,630.8
Sparus aurata,Dourada ,657.8
Sparus aurata,Dourada ,628.6
Sparus aurata,Dourada ,608.6
Sparus aurata,Dourada ,467.3
Sparus aurata,Dourada ,642.2
Sparus aurata,Dourada ,1403.2
Sparus aurata,Dourada ,301.7
Sparus aurata,Dourada ,694.2
Sparus aurata,Dourada ,853.2
Sparus aurata,Dourada ,598.8
Sparus aurata,Dourada ,918.9
Sparus aurata,Dourada ,539.2
Sparus aurata,Dourada ,644.5
Sparus aurata,Dourada ,598.7
Sparus aurata,Dourada ,499.8
Sparus aurata,Dourada ,591.8
Sparus aurata,Dourada ,576
Sparus aurata,Dourada ,674.3
Sparus aurata,Dourada ,642.7
Sparus aurata,Dourada ,624.6
Sparus aurata,Dourada ,666.8
Sparus aurata,Dourada ,90.8
Sparus aurata,Dourada ,42.8
Sparus aurata,Dourada ,42.8
Sparus aurata,Dourada ,38.7
Sparus aurata,Dourada ,45.8
Sparus aurata,Dourada ,45.3
Sparus aurata,Dourada ,37.9
Sparus aurata,Dourada ,39.3
Sparus aurata,Dourada ,31.2
Sparus aurata,Dourada ,41.5
Sparus aurata,Dourada ,40
Sparus aurata,Dourada ,43.3
Sparus aurata,Dourada ,53.5
Sparus aurata,Dourada ,32.4
Sparus aurata,Dourada ,48.2
Sparus aurata,Dourada ,20.5
Sparus aurata,Dourada ,68.2
Sparus aurata,Dourada ,37
Sparus aurata,Dourada ,46.8
Sparus aurata,Dourada ,56.2
Sparus aurata,Dourada ,33.6
Sparus aurata,Dourada ,62.3
Sparus aurata,Dourada ,51.9
Sparus aurata,Dourada ,61.3
Sparus aurata,Dourada ,67.8
Sparus aurata,Dourada ,65.9
Sparus aurata,Dourada ,49.4
Sparus aurata,Dourada ,53.4
Sparus aurata,Dourada ,46.9
Sparus aurata,Dourada ,51.7
Sparus aurata,Dourada ,45.8
Sparus aurata,Dourada ,50.3
Sparus aurata,Dourada ,586.3
Sparus aurata,Dourada ,692
Sparus aurata,Dourada ,435.4
Sparus aurata,Dourada ,466.6
Sparus aurata,Dourada ,54
Sparus aurata,Dourada ,52
Sparus aurata,Dourada ,53.5
Sparus aurata,Dourada ,56.2
Sparus aurata,Dourada ,44.3
Sparus aurata,Dourada ,71.4
Sparus aurata,Dourada ,72.5
Sparus aurata,Dourada ,68
Sparus aurata,Dourada ,60.4
Sparus aurata,Dourada ,74.6
Sparus aurata,Dourada ,54.8
Sparus aurata,Dourada ,68.2
Sparus aurata,Dourada ,56.8
Sparus aurata,Dourada ,44
Sparus aurata,Dourada ,37.8
Sparus aurata,Dourada ,59.3
Sparus aurata,Dourada ,53.3
Sparus aurata,Dourada ,60.5
Sparus aurata,Dourada ,53.2
Sparus aurata,Dourada ,47.9
Sparus aurata,Dourada ,42.5
Sparus aurata,Dourada ,60.2
Sparus aurata,Dourada ,81.7
Sparus aurata,Dourada ,48
Sparus aurata,Dourada ,67.6
Sparus aurata,Dourada ,59.4
Sparus aurata,Dourada ,58.5
Sparus aurata,Dourada ,49.8
Sparus aurata,Dourada ,78.9
Sparus aurata,Dourada ,59
Sparus aurata,Dourada ,55.3
Sparus aurata,Dourada ,51.6
Sparus aurata,Dourada ,54.6
Sparus aurata,Dourada ,66.4
Sparus aurata,Dourada ,47.2
Sparus aurata,Dourada ,63.4
Sparus aurata,Dourada ,41.9
Sparus aurata,Dourada ,54.6
Sparus aurata,Dourada ,63.8
Sparus aurata,Dourada ,56.4
Sparus aurata,Dourada ,64.9
Sparus aurata,Dourada ,59.9
Sparus aurata,Dourada ,49.9
Sparus aurata,Dourada ,55.2
Sparus aurata,Dourada ,48.4
Sparus aurata,Dourada ,53
Sparus aurata,Dourada ,50.3
Sparus aurata,Dourada ,38.2
Sparus aurata,Dourada ,57.1
Sparus aurata,Dourada ,44.2
Sparus aurata,Dourada ,38.4
Sparus aurata,Dourada ,61.4
Sparus aurata,Dourada ,1.2
Sparus aurata,Dourada ,56.6
Sparus aurata,Dourada ,54.6
Sparus aurata,Dourada ,54.3
Sparus aurata,Dourada ,56.3
Sparus aurata,Dourada ,47.4
Sparus aurata,Dourada ,64.6
Sparus aurata,Dourada ,58.8
Sparus aurata,Dourada ,5.6
Sparus aurata,Dourada ,42.8
Sparus aurata,Dourada ,1.5
Sparus aurata,Dourada ,44.3
Sparus aurata,Dourada ,45
Sparus aurata,Dourada ,63.8
Sparus aurata,Dourada ,53.9
Sparus aurata,Dourada ,75.6
Sparus aurata,Dourada ,77.3
Sparus aurata,Dourada ,76.1
Sparus aurata,Dourada ,72.1
Sparus aurata,Dourada ,99.6
Sparus aurata,Dourada ,80.4
Sparus aurata,Dourada ,65.3
Sparus aurata,Dourada ,80.4
Sparus aurata,Dourada ,71.5
Sparus aurata,Dourada ,83.3
Sparus aurata,Dourada ,77.1
Sparus aurata,Dourada ,30.8
Sparus aurata,Dourada ,77.8
Sparus aurata,Dourada ,78.3
Sparus aurata,Dourada ,87.2
Sparus aurata,Dourada ,86.5
Sparus aurata,Dourada ,75.3
Sparus aurata,Dourada ,74.1
Sparus aurata,Dourada ,78
Sparus aurata,Dourada ,79.7
Sparus aurata,Dourada ,85.5
Sparus aurata,Dourada ,75.4
Sparus aurata,Dourada ,64.9
Sparus aurata,Dourada ,50
Sparus aurata,Dourada ,17.4
Sparus aurata,Dourada ,22.7
Sparus aurata,Dourada ,32
Sparus aurata,Dourada ,24.1
Sparus aurata,Dourada ,11.1
Sparus aurata,Dourada ,80.8
Sparus aurata,Dourada ,96.4
Sparus aurata,Dourada ,96.6
Sparus aurata,Dourada ,89.9
Sparus aurata,Dourada ,94
Sparus aurata,Dourada ,634.9
Sparus aurata,Dourada ,541
Sparus aurata,Dourada ,489.5
Sparus aurata,Dourada ,67
Sparus aurata,Dourada ,60.1
Sparus aurata,Dourada ,47
Sparus aurata,Dourada ,70
Sparus aurata,Dourada ,45.8
Sparus aurata,Dourada ,26.6
Sparus aurata,Dourada ,37
Sparus aurata,Dourada ,34.8
Sparus aurata,Dourada ,14.2
Sparus aurata,Dourada ,27
Sparus aurata,Dourada ,26
Sparus aurata,Dourada ,31.6
Sparus aurata,Dourada ,29.6
Sparus aurata,Dourada ,28.5
Sparus aurata,Dourada ,23.3
Sparus aurata,Dourada ,27.6
Sparus aurata,Dourada ,17
Sparus aurata,Dourada ,102.1
Sparus aurata,Dourada ,103
Sparus aurata,Dourada ,87.5
Sparus aurata,Dourada ,63
Sparus aurata,Dourada ,68.3
Sparus aurata,Dourada ,97
Sparus aurata,Dourada ,108.8
Sparus aurata,Dourada ,123.9
Sparus aurata,Dourada ,105.8
Sparus aurata,Dourada ,123.3
Sparus aurata,Dourada ,625.4
Sparus aurata,Dourada ,113.2
Sparus aurata,Dourada ,291.8
spondyliosoma cantharus,Choupa,35.5
spondyliosoma cantharus,Choupa,101
spondyliosoma cantharus,Choupa,31
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,36.7
spondyliosoma cantharus,Choupa,25.9
spondyliosoma cantharus,Choupa,37.8
spondyliosoma cantharus,Choupa,26.2
spondyliosoma cantharus,Choupa,23.2
spondyliosoma cantharus,Choupa,19.3
spondyliosoma cantharus,Choupa,111.7
spondyliosoma cantharus,Choupa,31.8
spondyliosoma cantharus,Choupa,29.7
spondyliosoma cantharus,Choupa,32.1
spondyliosoma cantharus,Choupa,40.7
spondyliosoma cantharus,Choupa,37
spondyliosoma cantharus,Choupa,36.8
spondyliosoma cantharus,Choupa,27.9
spondyliosoma cantharus,Choupa,32.4
spondyliosoma cantharus,Choupa,26.8
spondyliosoma cantharus,Choupa,26.2
spondyliosoma cantharus,Choupa,22
spondyliosoma cantharus,Choupa,23.3
spondyliosoma cantharus,Choupa,19.8
spondyliosoma cantharus,Choupa,23.8
spondyliosoma cantharus,Choupa,23.4
spondyliosoma cantharus,Choupa,33.4
spondyliosoma cantharus,Choupa,27.2
spondyliosoma cantharus,Choupa,35.2
spondyliosoma cantharus,Choupa,30.6
spondyliosoma cantharus,Choupa,95.8
spondyliosoma cantharus,Choupa,21
spondyliosoma cantharus,Choupa,79.6
spondyliosoma cantharus,Choupa,35.8
spondyliosoma cantharus,Choupa,32.8
spondyliosoma cantharus,Choupa,85.8
spondyliosoma cantharus,Choupa,95.8
spondyliosoma cantharus,Choupa,129.6
spondyliosoma cantharus,Choupa,100.4
spondyliosoma cantharus,Choupa,97.2
spondyliosoma cantharus,Choupa,94.9
spondyliosoma cantharus,Choupa,95.6
spondyliosoma cantharus,Choupa,19.8
spondyliosoma cantharus,Choupa,31.5
spondyliosoma cantharus,Choupa,34.7
spondyliosoma cantharus,Choupa,28.6
spondyliosoma cantharus,Choupa,36.2
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,34.8
spondyliosoma cantharus,Choupa,27
spondyliosoma cantharus,Choupa,64.9
spondyliosoma cantharus,Choupa,100.3
spondyliosoma cantharus,Choupa,111.1
spondyliosoma cantharus,Choupa,92
spondyliosoma cantharus,Choupa,97.3
spondyliosoma cantharus,Choupa,33.4
spondyliosoma cantharus,Choupa,104.2
spondyliosoma cantharus,Choupa,87.2
spondyliosoma cantharus,Choupa,35.1
spondyliosoma cantharus,Choupa,29.3
spondyliosoma cantharus,Choupa,92.1
spondyliosoma cantharus,Choupa,112.4
spondyliosoma cantharus,Choupa,24.9
spondyliosoma cantharus,Choupa,31
spondyliosoma cantharus,Choupa,29.7
spondyliosoma cantharus,Choupa,97.8
spondyliosoma cantharus,Choupa,39.1
spondyliosoma cantharus,Choupa,27.5
spondyliosoma cantharus,Choupa,31.8
spondyliosoma cantharus,Choupa,31.5
spondyliosoma cantharus,Choupa,22.5
spondyliosoma cantharus,Choupa,30.4
spondyliosoma cantharus,Choupa,23.5
spondyliosoma cantharus,Choupa,31
spondyliosoma cantharus,Choupa,24.8
spondyliosoma cantharus,Choupa,32.8
spondyliosoma cantharus,Choupa,31.3
spondyliosoma cantharus,Choupa,58.4
spondyliosoma cantharus,Choupa,78.1
spondyliosoma cantharus,Choupa,55.6
spondyliosoma cantharus,Choupa,33.5
spondyliosoma cantharus,Choupa,28.6
spondyliosoma cantharus,Choupa,26.4
spondyliosoma cantharus,Choupa,30
spondyliosoma cantharus,Choupa,33.3
spondyliosoma cantharus,Choupa,31.8
spondyliosoma cantharus,Choupa,24.8
spondyliosoma cantharus,Choupa,30.5
spondyliosoma cantharus,Choupa,28.9
spondyliosoma cantharus,Choupa,28.3
spondyliosoma cantharus,Choupa,42.3
spondyliosoma cantharus,Choupa,32.9
spondyliosoma cantharus,Choupa,23.3
spondyliosoma cantharus,Choupa,33.2
spondyliosoma cantharus,Choupa,33.9
spondyliosoma cantharus,Choupa,38.6
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,27
spondyliosoma cantharus,Choupa,30.5
spondyliosoma cantharus,Choupa,30
spondyliosoma cantharus,Choupa,30.3
spondyliosoma cantharus,Choupa,27.2
spondyliosoma cantharus,Choupa,29
spondyliosoma cantharus,Choupa,30.3
spondyliosoma cantharus,Choupa,25.2
spondyliosoma cantharus,Choupa,25.5
spondyliosoma cantharus,Choupa,36.6
spondyliosoma cantharus,Choupa,27.3
spondyliosoma cantharus,Choupa,19.1
spondyliosoma cantharus,Choupa,99.7
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,71.9
spondyliosoma cantharus,Choupa,30.3
spondyliosoma cantharus,Choupa,80.7
spondyliosoma cantharus,Choupa,31.3
spondyliosoma cantharus,Choupa,38.6
spondyliosoma cantharus,Choupa,25.5
spondyliosoma cantharus,Choupa,18.7
spondyliosoma cantharus,Choupa,33.9
spondyliosoma cantharus,Choupa,20.5
spondyliosoma cantharus,Choupa,27.9
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,35
spondyliosoma cantharus,Choupa,34.5
spondyliosoma cantharus,Choupa,30.8
spondyliosoma cantharus,Choupa,25
spondyliosoma cantharus,Choupa,40.5
spondyliosoma cantharus,Choupa,30.9
spondyliosoma cantharus,Choupa,29.9
spondyliosoma cantharus,Choupa,32.5
spondyliosoma cantharus,Choupa,50.7
spondyliosoma cantharus,Choupa,35.3
spondyliosoma cantharus,Choupa,29.1
spondyliosoma cantharus,Choupa,29.9
spondyliosoma cantharus,Choupa,29.5
spondyliosoma cantharus,Choupa,27.6
spondyliosoma cantharus,Choupa,34.1
spondyliosoma cantharus,Choupa,35
spondyliosoma cantharus,Choupa,33
spondyliosoma cantharus,Choupa,38.4
spondyliosoma cantharus,Choupa,26.1
spondyliosoma cantharus,Choupa,22.4
spondyliosoma cantharus,Choupa,25.9
spondyliosoma cantharus,Choupa,27.7
spondyliosoma cantharus,Choupa,23
spondyliosoma cantharus,Choupa,29.9
spondyliosoma cantharus,Choupa,49.4
spondyliosoma cantharus,Choupa,37.7
spondyliosoma cantharus,Choupa,35.3
spondyliosoma cantharus,Choupa,31.8
spondyliosoma cantharus,Choupa,35.3
spondyliosoma cantharus,Choupa,51.6
spondyliosoma cantharus,Choupa,39.1
spondyliosoma cantharus,Choupa,35.5
spondyliosoma cantharus,Choupa,43.3
spondyliosoma cantharus,Choupa,37.7
spondyliosoma cantharus,Choupa,32.7
spondyliosoma cantharus,Choupa,31
spondyliosoma cantharus,Choupa,34.2
spondyliosoma cantharus,Choupa,36.7
spondyliosoma cantharus,Choupa,33.6
spondyliosoma cantharus,Choupa,27.9
spondyliosoma cantharus,Choupa,40.7
spondyliosoma cantharus,Choupa,22.7
spondyliosoma cantharus,Choupa,26.7
spondyliosoma cantharus,Choupa,29.1
spondyliosoma cantharus,Choupa,33.4
spondyliosoma cantharus,Choupa,55.3
spondyliosoma cantharus,Choupa,31.9
spondyliosoma cantharus,Choupa,36.4
spondyliosoma cantharus,Choupa,33
spondyliosoma cantharus,Choupa,36.6
spondyliosoma cantharus,Choupa,52.6
spondyliosoma cantharus,Choupa,29.6
spondyliosoma cantharus,Choupa,29
spondyliosoma cantharus,Choupa,39
spondyliosoma cantharus,Choupa,38
spondyliosoma cantharus,Choupa,45
spondyliosoma cantharus,Choupa,47.8
spondyliosoma cantharus,Choupa,27.3
spondyliosoma cantharus,Choupa,44.1
spondyliosoma cantharus,Choupa,29
spondyliosoma cantharus,Choupa,43
spondyliosoma cantharus,Choupa,34.5
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,38.3
spondyliosoma cantharus,Choupa,35.3
spondyliosoma cantharus,Choupa,35.1
spondyliosoma cantharus,Choupa,25.9
spondyliosoma cantharus,Choupa,47.1
spondyliosoma cantharus,Choupa,38.8
spondyliosoma cantharus,Choupa,35.9
spondyliosoma cantharus,Choupa,27.7
spondyliosoma cantharus,Choupa,45.4
spondyliosoma cantharus,Choupa,30.4
spondyliosoma cantharus,Choupa,33.8
spondyliosoma cantharus,Choupa,31.5
spondyliosoma cantharus,Choupa,41
spondyliosoma cantharus,Choupa,37.9
spondyliosoma cantharus,Choupa,37.6
spondyliosoma cantharus,Choupa,24.5
spondyliosoma cantharus,Choupa,34.7
spondyliosoma cantharus,Choupa,28.7
spondyliosoma cantharus,Choupa,34.4
spondyliosoma cantharus,Choupa,37.4
spondyliosoma cantharus,Choupa,31.3
spondyliosoma cantharus,Choupa,31.7
spondyliosoma cantharus,Choupa,28.4
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,36.9
spondyliosoma cantharus,Choupa,33.4
spondyliosoma cantharus,Choupa,26
spondyliosoma cantharus,Choupa,34.1
spondyliosoma cantharus,Choupa,25.3
spondyliosoma cantharus,Choupa,28.1
spondyliosoma cantharus,Choupa,37.7
spondyliosoma cantharus,Choupa,36.1
spondyliosoma cantharus,Choupa,25.2
spondyliosoma cantharus,Choupa,30.1
spondyliosoma cantharus,Choupa,31.1
spondyliosoma cantharus,Choupa,30
spondyliosoma cantharus,Choupa,34.3
spondyliosoma cantharus,Choupa,26
spondyliosoma cantharus,Choupa,36.8
spondyliosoma cantharus,Choupa,71.4
spondyliosoma cantharus,Choupa,20.7
spondyliosoma cantharus,Choupa,24
spondyliosoma cantharus,Choupa,31.3
spondyliosoma cantharus,Choupa,43.4
spondyliosoma cantharus,Choupa,36.9
spondyliosoma cantharus,Choupa,27.4
spondyliosoma cantharus,Choupa,34.8
spondyliosoma cantharus,Choupa,27.4
spondyliosoma cantharus,Choupa,31.9
spondyliosoma cantharus,Choupa,108.7
spondyliosoma cantharus,Choupa,68.2
spondyliosoma cantharus,Choupa,34.4
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,32.2
spondyliosoma cantharus,Choupa,36.7
spondyliosoma cantharus,Choupa,37.1
spondyliosoma cantharus,Choupa,27.6
spondyliosoma cantharus,Choupa,36.5
spondyliosoma cantharus,Choupa,36.3
spondyliosoma cantharus,Choupa,33
spondyliosoma cantharus,Choupa,30.6
spondyliosoma cantharus,Choupa,24.6
spondyliosoma cantharus,Choupa,30.1
spondyliosoma cantharus,Choupa,35.3
spondyliosoma cantharus,Choupa,25.9
spondyliosoma cantharus,Choupa,30.9
spondyliosoma cantharus,Choupa,32.4
spondyliosoma cantharus,Choupa,41.1
spondyliosoma cantharus,Choupa,36.5
spondyliosoma cantharus,Choupa,36.6
spondyliosoma cantharus,Choupa,32
spondyliosoma cantharus,Choupa,33.6
spondyliosoma cantharus,Choupa,29.1
spondyliosoma cantharus,Choupa,37.4
spondyliosoma cantharus,Choupa,24.5
spondyliosoma cantharus,Choupa,33.6
spondyliosoma cantharus,Choupa,27.7
spondyliosoma cantharus,Choupa,32.7
spondyliosoma cantharus,Choupa,25.1
spondyliosoma cantharus,Choupa,29.4
spondyliosoma cantharus,Choupa,22.5
spondyliosoma cantharus,Choupa,37.2
spondyliosoma cantharus,Choupa,30.8
spondyliosoma cantharus,Choupa,29.4
spondyliosoma cantharus,Choupa,35.9
spondyliosoma cantharus,Choupa,34.3
spondyliosoma cantharus,Choupa,24
spondyliosoma cantharus,Choupa,29.4
spondyliosoma cantharus,Choupa,33.8
spondyliosoma cantharus,Choupa,31.4
spondyliosoma cantharus,Choupa,33.8
spondyliosoma cantharus,Choupa,33
spondyliosoma cantharus,Choupa,28.9
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,39
spondyliosoma cantharus,Choupa,32.1
spondyliosoma cantharus,Choupa,30.7
spondyliosoma cantharus,Choupa,29.5
spondyliosoma cantharus,Choupa,36.8
spondyliosoma cantharus,Choupa,27
spondyliosoma cantharus,Choupa,29.7
spondyliosoma cantharus,Choupa,37.7
spondyliosoma cantharus,Choupa,36
spondyliosoma cantharus,Choupa,29.3
spondyliosoma cantharus,Choupa,39.6
spondyliosoma cantharus,Choupa,37.8
spondyliosoma cantharus,Choupa,35.7
spondyliosoma cantharus,Choupa,26.4
spondyliosoma cantharus,Choupa,31.9
spondyliosoma cantharus,Choupa,29.6
spondyliosoma cantharus,Choupa,27.7
spondyliosoma cantharus,Choupa,35.5
spondyliosoma cantharus,Choupa,37.6
spondyliosoma cantharus,Choupa,26.7
spondyliosoma cantharus,Choupa,25.7
spondyliosoma cantharus,Choupa,43.8
spondyliosoma cantharus,Choupa,28.2
spondyliosoma cantharus,Choupa,36.6
spondyliosoma cantharus,Choupa,28
spondyliosoma cantharus,Choupa,37
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,42.6
spondyliosoma cantharus,Choupa,14.2
spondyliosoma cantharus,Choupa,37.3
spondyliosoma cantharus,Choupa,21.5
spondyliosoma cantharus,Choupa,18.9
spondyliosoma cantharus,Choupa,24.7
spondyliosoma cantharus,Choupa,38.2
spondyliosoma cantharus,Choupa,37.2
spondyliosoma cantharus,Choupa,40.8
spondyliosoma cantharus,Choupa,34.2
spondyliosoma cantharus,Choupa,32.1
spondyliosoma cantharus,Choupa,48.6
spondyliosoma cantharus,Choupa,26.6
spondyliosoma cantharus,Choupa,32.6
spondyliosoma cantharus,Choupa,38.7
spondyliosoma cantharus,Choupa,35.6
spondyliosoma cantharus,Choupa,28.3
spondyliosoma cantharus,Choupa,37.7
spondyliosoma cantharus,Choupa,37.5
spondyliosoma cantharus,Choupa,51.1
spondyliosoma cantharus,Choupa,36.5
spondyliosoma cantharus,Choupa,36.2
spondyliosoma cantharus,Choupa,43.5
spondyliosoma cantharus,Choupa,36.4
spondyliosoma cantharus,Choupa,34.2
spondyliosoma cantharus,Choupa,34.4
spondyliosoma cantharus,Choupa,33.4
spondyliosoma cantharus,Choupa,40.2
spondyliosoma cantharus,Choupa,30.7
spondyliosoma cantharus,Choupa,32.1
spondyliosoma cantharus,Choupa,36.3
spondyliosoma cantharus,Choupa,39.9
spondyliosoma cantharus,Choupa,37.2
spondyliosoma cantharus,Choupa,32.3
spondyliosoma cantharus,Choupa,25.4
spondyliosoma cantharus,Choupa,45.2
spondyliosoma cantharus,Choupa,38.5
spondyliosoma cantharus,Choupa,37.1
spondyliosoma cantharus,Choupa,41
spondyliosoma cantharus,Choupa,32.5
spondyliosoma cantharus,Choupa,57.4
spondyliosoma cantharus,Choupa,63.3
spondyliosoma cantharus,Choupa,46.2
spondyliosoma cantharus,Choupa,117.2
spondyliosoma cantharus,Choupa,54.2
spondyliosoma cantharus,Choupa,54.1
spondyliosoma cantharus,Choupa,42.7
spondyliosoma cantharus,Choupa,126.7
spondyliosoma cantharus,Choupa,118.2
spondyliosoma cantharus,Choupa,98.2
spondyliosoma cantharus,Choupa,110.3
spondyliosoma cantharus,Choupa,125.1
spondyliosoma cantharus,Choupa,103.6
spondyliosoma cantharus,Choupa,138.2
spondyliosoma cantharus,Choupa,42.3
spondyliosoma cantharus,Choupa,147.2
spondyliosoma cantharus,Choupa,53.2
spondyliosoma cantharus,Choupa,54.1
spondyliosoma cantharus,Choupa,141.7
spondyliosoma cantharus,Choupa,156.5
spondyliosoma cantharus,Choupa,47.3
spondyliosoma cantharus,Choupa,101.1
spondyliosoma cantharus,Choupa,123.3
spondyliosoma cantharus,Choupa,55
spondyliosoma cantharus,Choupa,123.1
spondyliosoma cantharus,Choupa,41.1
spondyliosoma cantharus,Choupa,27
spondyliosoma cantharus,Choupa,34.7
spondyliosoma cantharus,Choupa,30.4
spondyliosoma cantharus,Choupa,37.6
spondyliosoma cantharus,Choupa,40.4
spondyliosoma cantharus,Choupa,42.7
spondyliosoma cantharus,Choupa,35.2
spondyliosoma cantharus,Choupa,29
spondyliosoma cantharus,Choupa,31.7
spondyliosoma cantharus,Choupa,89
spondyliosoma cantharus,Choupa,28.9
spondyliosoma cantharus,Choupa,37.6
spondyliosoma cantharus,Choupa,42.6
spondyliosoma cantharus,Choupa,111.4
spondyliosoma cantharus,Choupa,34.2
spondyliosoma cantharus,Choupa,40.5
spondyliosoma cantharus,Choupa,124.5
spondyliosoma cantharus,Choupa,148.2
spondyliosoma cantharus,Choupa,93.8
spondyliosoma cantharus,Choupa,43.5
spondyliosoma cantharus,Choupa,43
spondyliosoma cantharus,Choupa,33
spondyliosoma cantharus,Choupa,38
spondyliosoma cantharus,Choupa,40.5
spondyliosoma cantharus,Choupa,35.4
spondyliosoma cantharus,Choupa,29.3
spondyliosoma cantharus,Choupa,36.9
spondyliosoma cantharus,Choupa,31.8
spondyliosoma cantharus,Choupa,34
spondyliosoma cantharus,Choupa,43.2
spondyliosoma cantharus,Choupa,48
spondyliosoma cantharus,Choupa,58.6
spondyliosoma cantharus,Choupa,50.1
spondyliosoma cantharus,Choupa,44.8
spondyliosoma cantharus,Choupa,58.1
spondyliosoma cantharus,Choupa,43.7
spondyliosoma cantharus,Choupa,39
spondyliosoma cantharus,Choupa,43.1
spondyliosoma cantharus,Choupa,129.3
spondyliosoma cantharus,Choupa,110.6
spondyliosoma cantharus,Choupa,6.3
spondyliosoma cantharus,Choupa,7.8
spondyliosoma cantharus,Choupa,7.4
spondyliosoma cantharus,Choupa,8.3
spondyliosoma cantharus,Choupa,7.8
spondyliosoma cantharus,Choupa,8.1
spondyliosoma cantharus,Choupa,34.8
spondyliosoma cantharus,Choupa,8
spondyliosoma cantharus,Choupa,6.7
spondyliosoma cantharus,Choupa,9.5
spondyliosoma cantharus,Choupa,9.9
spondyliosoma cantharus,Choupa,9.9
spondyliosoma cantharus,Choupa,10.8
spondyliosoma cantharus,Choupa,6.2
spondyliosoma cantharus,Choupa,9.8
spondyliosoma cantharus,Choupa,7.5
spondyliosoma cantharus,Choupa,9.3
spondyliosoma cantharus,Choupa,8.3
spondyliosoma cantharus,Choupa,8.2
spondyliosoma cantharus,Choupa,8.1
spondyliosoma cantharus,Choupa,10.2
spondyliosoma cantharus,Choupa,7.9
spondyliosoma cantharus,Choupa,7.8
spondyliosoma cantharus,Choupa,7.6
spondyliosoma cantharus,Choupa,6.4
spondyliosoma cantharus,Choupa,10
spondyliosoma cantharus,Choupa,8.9
spondyliosoma cantharus,Choupa,7.8
spondyliosoma cantharus,Choupa,6.7
spondyliosoma cantharus,Choupa,8.4
spondyliosoma cantharus,Choupa,5.8
spondyliosoma cantharus,Choupa,7.8
spondyliosoma cantharus,Choupa,6.5
spondyliosoma cantharus,Choupa,6.7
spondyliosoma cantharus,Choupa,3.9
spondyliosoma cantharus,Choupa,7.3
spondyliosoma cantharus,Choupa,9
spondyliosoma cantharus,Choupa,9.1
spondyliosoma cantharus,Choupa,6.2
spondyliosoma cantharus,Choupa,10.4
spondyliosoma cantharus,Choupa,87.9
Dicentrarchus punctatus,baila,5.4
Dicentrarchus punctatus,baila,14.9
Dicentrarchus punctatus,baila,5.3
Dicentrarchus punctatus,baila,6.8
Dicentrarchus punctatus,baila,9.2
Dicentrarchus punctatus,baila,10.5
Dicentrarchus punctatus,baila,5.6
Dicentrarchus punctatus,baila,3.9
Dicentrarchus punctatus,baila,6.7
Halobatrachus didactylus,toadfish,53.5
Halobatrachus didactylus,toadfish,94.9
Halobatrachus didactylus,toadfish,117.8
Halobatrachus didactylus,toadfish,59.9
Halobatrachus didactylus,toadfish,56.6
Halobatrachus didactylus,toadfish,102.9
Halobatrachus didactylus,toadfish,65.1
Halobatrachus didactylus,toadfish,296.1
Halobatrachus didactylus,toadfish,115
Halobatrachus didactylus,toadfish,69.1
Halobatrachus didactylus,toadfish,40.6
Halobatrachus didactylus,toadfish,70.2
Halobatrachus didactylus,toadfish,43.6
Halobatrachus didactylus,toadfish,51
Halobatrachus didactylus,toadfish,46.4
Halobatrachus didactylus,toadfish,32.7
Halobatrachus didactylus,toadfish,25.6
Halobatrachus didactylus,toadfish,25.9
Halobatrachus didactylus,toadfish,23.7
Halobatrachus didactylus,toadfish,23.1
Halobatrachus didactylus,toadfish,15.1
Halobatrachus didactylus,toadfish,5.8
Halobatrachus didactylus,toadfish,7.8
Halobatrachus didactylus,toadfish,6.4
Halobatrachus didactylus,toadfish,6.1
Halobatrachus didactylus,toadfish,77.6
Halobatrachus didactylus,toadfish,76.2
Halobatrachus didactylus,toadfish,41.6
Halobatrachus didactylus,toadfish,32.8
Halobatrachus didactylus,toadfish,37.4
Halobatrachus didactylus,toadfish,23.8
Halobatrachus didactylus,toadfish,41.6
Halobatrachus didactylus,toadfish,56.8
Halobatrachus didactylus,toadfish,37.2
Halobatrachus didactylus,toadfish,67.4
Halobatrachus didactylus,toadfish,51.9
Halobatrachus didactylus,toadfish,60
Halobatrachus didactylus,toadfish,57.8
Halobatrachus didactylus,toadfish,64.9
Halobatrachus didactylus,toadfish,85.2
Halobatrachus didactylus,toadfish,51.9
